lat [deg],lon [deg],priority,duration [s]
82.60739199523337,153.23275578355248,1,1221605314.0
63.35223880741253,131.94360480408784,6,547297166.0
63.04123976866154,-167.73114801332528,10,914070539.0
-30.426996257585515,-95.83758466691579,4,780235973.0
-77.57130045243444,-80.20272312478777,9,406273425.0
56.30581204998552,93.19474881433109,7,539004461.0
55.64112563349772,17.173167210017994,1,706732704.0
24.504394987965313,105.75503927517116,8,1088874592.0
84.46090913757058,145.37619733645118,5,741558064.0
-12.007037579837245,84.11776008221523,10,1078724268.0
-72.56126566897646,-169.65024339490452,4,1026999596.0
-78.02112767111134,167.28760654361872,3,389065442.0
33.22624747633016,159.93910915532945,4,1055896653.0
-19.903248963962454,121.11078203454576,7,635805208.0
-73.01723474534526,141.4873756343306,3,1143874082.0
-31.583527235790257,139.72787200542427,7,738518135.0
12.29370849986887,-102.00051419831676,4,1157027423.0
-25.407329178777303,174.17954557518573,9,1126157618.0
12.655233225646285,-51.76886420812798,7,458489472.0
-78.41178953908219,125.43537056165462,9,950288806.0
13.641253324978635,-83.57910436679894,4,1224772916.0
41.32294915292255,-146.1481039318213,1,1211037795.0
-53.62210996604236,-122.38736641988734,5,1418665923.0
49.695846810232354,176.30487682519407,1,1269367611.0
41.71843580840516,-77.89851493623675,9,1292100479.0
66.2406880843518,71.0639096401238,2,524981849.0
-48.962410151279755,-97.63086909578297,1,561675616.0
-75.88214793686288,-14.56015893206208,7,1341722653.0
-72.45208875409509,-155.03049354906594,8,1051704732.0
-40.27191421650547,-0.31398827090688997,5,1280561824.0
65.06719572918152,44.71962374950169,1,417289629.0
-84.75910950159195,51.15749603769174,4,407069306.0
4.763934591675024,63.77551074579364,7,1108340939.0
-55.33803949480089,-164.027113341603,2,769028507.0
19.694428787655625,118.18250812912447,7,997351330.0
-19.027330468978093,153.12495965880203,1,418999821.0
41.951047223641524,139.41265856317085,9,1297184682.0
5.874438640294244,-22.95372108642391,8,1174119676.0
-57.7978659697357,-120.6791705840237,6,864862605.0
-21.22152456343393,-161.11716231014805,4,371011169.0
-82.20876491593967,-78.90794047985675,4,1263459348.0
-77.19650315254934,-63.10128397379724,8,718704779.0
-4.80139309521833,-40.5314247284428,2,1219808471.0
-40.5823273999607,-167.95244664596126,7,1261676856.0
-56.85727668945786,-176.62813981483401,7,1217381749.0
-80.64506277902635,61.44647702736307,8,378028407.0
1.8588029752068707,38.036948364289316,8,808346148.0
-88.1371227318581,112.34404363452336,2,1398404301.0
-61.95474168887543,111.05208128469735,8,1137122378.0
19.810078617842336,-177.7548526166002,10,1210840245.0
43.82196025365485,-160.55666474095304,5,848619375.0
-35.779252409275124,-74.32177871422654,7,1330248185.0
-78.86239385306203,-11.19730317910475,6,1268848648.0
54.53702702441478,-77.09334680542099,3,480694145.0
-36.15295410466978,110.32563670615173,7,712751421.0
-81.18853023144153,76.59246575368581,10,1028723225.0
-17.291288692669013,-124.67979619869973,2,882917356.0
2.64710064276791,-77.69181774910054,1,1003853783.0
-23.10619070448655,-164.3373894731876,4,1021618640.0
-56.35575630460313,-141.97902696698296,2,693283778.0
75.97696806904622,-34.2151823961826,1,416363384.0
8.706109572739408,-171.05174003596136,9,1433782985.0
-28.018321633707203,-50.92980082818755,6,1294779551.0
-79.77804589154704,150.66062532207258,6,882591455.0
-41.485878878755564,-35.26710047684068,8,463283512.0
33.95449168549402,-67.57548505599127,3,1364915032.0
76.19735551437569,-19.451501851653575,3,464075083.0
-8.561421738418815,52.56325428974884,6,946299241.0
-60.85615687905889,-128.90659752997675,7,986556819.0
-34.03468963709024,-31.523612512310393,5,360210190.0
59.82165745159773,-42.975546384475734,2,720431426.0
9.540539028782192,-27.708202225266234,10,978088885.0
23.31850970366999,98.21961593806043,5,916027148.0
18.78052695298487,42.27409839345182,6,672795454.0
-24.421766732032694,65.23832798977475,4,1027758251.0
-66.67615555181557,33.696670636379366,8,1324808685.0
-15.032434977457427,-70.35618859085318,2,1021386359.0
-53.31884028186151,-3.4132226507574615,9,381898270.0
-10.937291243713673,34.643270733875426,7,404516570.0
59.431750968926906,170.88429492382335,7,656049188.0
50.807545137461574,76.27223374828304,7,1152497799.0
38.20634067111666,-89.84427524039972,9,946340408.0
-32.8430686652459,43.62053282454704,9,1421961065.0
8.145717290427413,168.98701296580077,8,742488825.0
-76.38432958963502,-49.3239026356365,10,1408997287.0
-78.03395834224935,173.17977464460768,2,419884293.0
-29.799018067321576,154.0115419159178,10,806234433.0
-84.20861689397627,-74.35883164956685,3,911559723.0
-30.0653255135422,-88.5618581717709,4,1039773063.0
-1.2707954407363644,-156.15271285582367,1,1240046778.0
-62.61960337500703,162.9855442479644,4,472193901.0
20.121502494810457,-143.3527354908648,5,915275297.0
-8.28822992345276,-163.1222709767167,6,591246372.0
73.35481126462426,-137.8739795881898,3,679001084.0
52.414344759574874,149.79959154412126,10,1040584504.0
-27.648201880647612,-155.39736663526523,6,1152050929.0
11.698400078437231,-22.81755344797824,8,545411821.0
60.69704304864865,-128.65174053775127,7,405463839.0
34.60566974441305,73.6665462234129,8,363350920.0
18.75544628200514,169.63518853592416,5,925385802.0
60.96705566815291,85.3856857160203,5,445982154.0
-43.55419152861229,-98.780590696199,7,532335422.0
39.63205679523918,-33.119856769927424,10,1192023019.0
-20.381840357598577,-132.90409909450517,3,1331232766.0
-65.7831700290578,-152.66636526261178,9,1298935207.0
85.9669550236813,58.454809940687,2,965185310.0
20.433612338311903,29.361932300541667,6,389415597.0
67.39830934314799,-151.3094614791831,6,463497581.0
63.941883775680395,-119.60696002404725,6,1119777450.0
-75.76709430236652,58.43496431159605,4,1146624492.0
-71.02195295308533,96.08322187177572,3,507320971.0
-32.97786627659357,161.8988464047045,1,667425720.0
61.280308865289584,56.448745000522734,3,1054295963.0
73.7999844345185,-63.33968733995678,4,644135353.0
54.17994534306638,62.303519102145515,3,499809709.0
34.719221614518446,14.068703390763432,6,1435638034.0
-5.680400802152832,-67.9920836130025,10,1180413811.0
2.8526863439458907,-89.9427824548999,9,1013958418.0
33.19396736027184,13.40575069767047,2,1377605230.0
-74.32830897023804,151.1503148855855,8,524155821.0
72.19024476109891,65.56078378381872,2,1428939944.0
-67.97276176488151,-122.87048236752408,5,578579163.0
89.48439102272323,8.346712601518078,5,660813235.0
-63.14082940250495,-11.55430176938117,3,673783846.0
17.89517123149767,-15.814103223019771,5,1269462822.0
45.58642140145798,154.99578833061082,9,896767627.0
2.2063231725938834,-39.389335452812134,8,804223838.0
13.047895870854504,170.1497029129888,4,932903942.0
61.028528285147615,-150.96916851975953,10,1238774165.0
-71.01541264870205,171.44748398315346,1,924465358.0
-75.8811118793332,-8.846138094898834,8,775318900.0
70.98817869329753,133.84162533032804,3,566055543.0
79.79093935830127,105.94204539684239,7,985693832.0
19.920220310968276,-66.9450786312996,8,1039050850.0
-44.40689459980308,15.91041186647692,6,1290071466.0
75.57030027851499,-142.42628518169994,2,1049930632.0
27.705032304399367,165.42681715827416,10,975114029.0
-78.4666345368399,134.89599715368763,2,1079238738.0
16.57192986076373,87.92838419061854,6,455666701.0
-62.62668079916109,-147.87782853749763,1,975437235.0
-8.428604453400908,134.4609325313549,8,999062991.0
54.92232235906542,123.49650605982117,10,531327093.0
-18.470154054565228,0.2776622158099258,4,911639489.0
19.459762974038284,-128.78969927827887,3,830084143.0
23.81567601866371,-135.10682368652522,10,707055627.0
-12.064843579042602,92.8621494453397,9,894078099.0
-58.03771806835845,-50.65687245244925,7,942144154.0
-84.04313686037092,-135.04525572794157,6,1232138444.0
15.303813435699666,119.95980798258847,5,551065794.0
51.05385453938109,61.8277670816951,5,1260891391.0
37.48107804662227,174.9381750828615,1,543495235.0
-11.066560457955703,-87.05826462450402,7,1253132042.0
47.540906658999546,58.709135987644316,6,1329743282.0
76.67018697130351,46.77256251480571,4,1194176744.0
-43.611513107295266,56.23012174025666,2,1332697520.0
-79.69648134963114,-74.6552629397504,6,913464692.0
-78.05348266748415,109.64231932660567,8,1203291130.0
33.07247251951269,-165.93850995485346,2,716408497.0
88.0938313100958,96.50974148947785,10,1382549248.0
23.496184515559023,144.59626117592165,2,890559370.0
-67.47741775475588,33.309827978337154,10,800957481.0
80.19606178148442,-72.55271285722537,6,679152096.0
-6.159580711533934,-169.8402430107176,6,641972065.0
-74.23057219293797,-60.36482002160736,8,1204535833.0
-82.98703225463522,116.56605249309979,5,1043871375.0
56.78569464857492,138.0365370201859,8,1124567394.0
12.492434289195742,174.7522834734196,1,812336891.0
-67.64854568605185,-164.90159833694582,3,1329996137.0
-56.46372280419849,-164.6933015556981,1,892886792.0
-21.19690102042378,-23.656752393347205,8,388068746.0
-31.897457707290123,-178.2415626711962,5,558646061.0
48.844593684203176,106.90326926087499,9,394940184.0
14.451938397890558,-120.19810634529915,10,831822679.0
-84.23681630209853,-113.54580315138185,4,1427882248.0
-66.68125703819342,-57.99288293905501,8,1130998052.0
-53.52436164880511,-152.32039824085268,8,1266639665.0
-12.915106342173118,151.7512849604488,1,1019201846.0
65.85769047585092,133.31994479885503,10,1056677968.0
-75.48412347523586,-54.83938427507263,2,385266839.0
-71.19394636518281,-150.1720068765077,3,437458967.0
-88.56667817962162,117.73665069412323,2,737188225.0
48.95007965405546,114.52251411977778,10,797014932.0
88.52198646555311,-85.63663949945642,7,467424715.0
-10.988301454628925,155.02934202138272,7,462336917.0
78.59594198739424,86.92745073943007,9,956105460.0
